token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$system-spacing-medium-6,spacing-multiple(6),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,6,,,4,design-token,
$system-spacing-medium-7,spacing-multiple(7),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,7,,,4,design-token,
$system-spacing-medium-8,spacing-multiple(8),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,8,,,4,design-token,
$system-spacing-medium-9,spacing-multiple(9),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,9,,,4,design-token,
$system-spacing-medium-10,spacing-multiple(10),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,10,,,4,design-token,
$system-spacing-medium-15,spacing-multiple(15),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,15,,,4,design-token,
$system-spacing-medium-negative-#{$neg-prefix}-4,spacing-multiple(-4),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,4,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-5,spacing-multiple(-5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,5,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-6,spacing-multiple(-6),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,6,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-7,spacing-multiple(-7),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,7,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-8,spacing-multiple(-8),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,8,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-9,spacing-multiple(-9),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,9,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-10,spacing-multiple(-10),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,10,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-negative-#{$neg-prefix}-15,spacing-multiple(-15),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,15,,,4,design-token,negative #{$neg prefix}
$system-spacing-large-card,spacing-multiple(20),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.component.category.variant,system,spacing,,,card,,large,,,,,4,design-token,
$system-spacing-large-card-lg,spacing-multiple(30),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.component.category.variant,system,spacing,,,card,,large,,,,,4,design-token,lg
$system-spacing-large-mobile,spacing-multiple(40),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant,system,spacing,,,,,large,,,,,4,design-token,mobile
$system-spacing-larger-mobile-lg,spacing-multiple(60),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant,system,spacing,,,,,lg,,,,,4,design-token,larger mobile
$system-spacing-larger-tablet,spacing-multiple(80),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token,larger tablet
$system-spacing-larger-tablet-lg,spacing-multiple(110),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant,system,spacing,,,,,lg,,,,,4,design-token,larger tablet
$system-spacing-largest-desktop,spacing-multiple(128),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token,largest desktop
$system-spacing-largest-desktop-lg,spacing-multiple(150),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant,system,spacing,,,,,lg,,,,,4,design-token,largest desktop
$system-spacing-largest-widescreen,spacing-multiple(175),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token,largest widescreen
$system-spacing-special-0,spacing-multiple(0),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.scale,system,spacing,,,,,,,0,,,4,design-token,special
$system-spacing-special-auto,auto,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token,special auto
$system-spacing-special-none,none,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token,special none
$project-aspect-padding,"( ""9x16"": 177.77778%, ""16x9"": 56.25%, ""1x1"": 100%, ""4x3"": 75%, ""2x1"": 50%, )",packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue|map-container,project aspect
$project-aspect-padding-9x16,177.77778%,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue,project aspect 9x16
$project-aspect-padding-16x9,56.25%,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue,project aspect 16x9
$project-aspect-padding-1x1,100%,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue,project aspect 1x1
$project-aspect-padding-4x3,75%,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue,project aspect 4x3
$project-aspect-padding-2x1,50%,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,property,,,,padding,,,,,,,,2,derived-glue,project aspect 2x1
$project-aspect-ratios,"( ""9x16"": math.div(9, 16), ""16x9"": math.div(16, 9), ""1x1"": 1, ""4x3"": math.div(4, 3), ""2x1"": 2, )",packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue|map-container,project aspect ratios
$project-aspect-ratios-9x16,"math.div(9, 16)",packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue,project aspect ratios 9x16
$project-aspect-ratios-16x9,"math.div(16, 9)",packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue,project aspect ratios 16x9
$project-aspect-ratios-1x1,1,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue,project aspect ratios 1x1
$project-aspect-ratios-4x3,"math.div(4, 3)",packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue,project aspect ratios 4x3
$project-aspect-ratios-2x1,2,packages/uswds-core/src/styles/variables/aspect-ratios.scss,internal,variables,,,,,,,,,,,,,10,derived-glue,project aspect ratios 2x1
$border-high-contrast,2px solid transparent,packages/uswds-core/src/styles/variables/border-high-contrast.scss,internal,variables,category,,border,,,,,,,,,border:category/property,4,derived-glue,high contrast
$border-high-contrast-disabled,2px solid color(GrayText),packages/uswds-core/src/styles/variables/border-high-contrast.scss,internal,variables,category.concept,,border,disabled,,,,,,,,border:category/property,5,derived-glue,high contrast
$project-border-radius,"( 0: 0, ""sm"": units(settings.$theme-border-radius-sm), ""md"": units(settings.$theme-border-radius-md), ""lg"": units(settings.$theme-border-radius-lg), ""pill"": 99rem, )",packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category,,border-radius,,,,,,,,,border-radius:category/property,7,derived-glue|map-container,project
$project-border-radius-0,0,packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category.scale,,border-radius,,,,,,,0,,border-radius:category/property,7,derived-glue,project
$project-border-radius-sm,units(settings.$theme-border-radius-sm),packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category.variant,,border-radius,,,,,sm,,,,border-radius:category/property,7,derived-glue,project
$project-border-radius-md,units(settings.$theme-border-radius-md),packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category.variant,,border-radius,,,,,md,,,,border-radius:category/property,7,derived-glue,project
$project-border-radius-lg,units(settings.$theme-border-radius-lg),packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category.variant,,border-radius,,,,,lg,,,,border-radius:category/property,7,derived-glue,project
$project-border-radius-pill,99rem,packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category,,border-radius,,,,,,,,,border-radius:category/property,7,derived-glue,project pill
$all-border-radius,"map-collect( $project-border-radius, map.get($system-spacing, ""smaller""), map.get($system-spacing, ""small"") )",packages/uswds-core/src/styles/variables/border-radius.scss,internal,variables,category,,border-radius,,,,,,,,,border-radius:category/property,15,derived-glue,all
$uswds-color-families,"( ""primary"", ""secondary"", ""accent"", ""base"", ""warning"", ""error"", ""success"", ""info"" )",packages/uswds-core/src/styles/variables/color-families.scss,internal,variables,category,,color,,,,,,,,,color:category/property,1,derived-glue,uswds families
$color-palette-grayscale,$system-color-gray,packages/uswds-core/src/styles/variables/color-palette-grayscale.scss,internal,variables,namespace,color,,,,,,,,,,,3,derived-glue,palette grayscale
$uswds-color-theme-grades,"( ""lightest"", ""lighter"", ""light"", ""default"", ""dark"", ""darker"", ""darkest"" )",packages/uswds-core/src/styles/variables/color-theme-grades.scss,internal,variables,category,,color,,,,,,,,,color:category/property,1,derived-glue,uswds theme grades
$project-column-gaps,"( ""sm"": settings.$theme-column-gap-sm, ""md"": settings.$theme-column-gap-md, ""lg"": settings.$theme-column-gap-lg, )",packages/uswds-core/src/styles/variables/column-gaps.scss,internal,variables,category,,column,,,,,,,,,,3,derived-glue|map-container,project gaps
$project-column-gaps-sm,settings.$theme-column-gap-sm,packages/uswds-core/src/styles/variables/column-gaps.scss,internal,variables,category.variant,,column,,,,,sm,,,,,3,derived-glue,project gaps
$project-column-gaps-md,settings.$theme-column-gap-md,packages/uswds-core/src/styles/variables/column-gaps.scss,internal,variables,category.variant,,column,,,,,md,,,,,3,derived-glue,project gaps
$project-column-gaps-lg,settings.$theme-column-gap-lg,packages/uswds-core/src/styles/variables/column-gaps.scss,internal,variables,category.variant,,column,,,,,lg,,,,,3,derived-glue,project gaps
$project-font-role-tokens,"( ""ui"": settings.$theme-font-role-ui, ""heading"": settings.$theme-font-role-heading, ""body"": settings.$theme-font-role-body, ""code"": settings.$theme-font-role-code, ""alt"": settings.$theme-font-role-alt, )",packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue|map-container,project role tokens
$project-font-role-tokens-ui,settings.$theme-font-role-ui,packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue,project role tokens ui
$project-font-role-tokens-heading,settings.$theme-font-role-heading,packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue,project role tokens heading
$project-font-role-tokens-body,settings.$theme-font-role-body,packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue,project role tokens body
$project-font-role-tokens-code,settings.$theme-font-role-code,packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue,project role tokens code
$project-font-role-tokens-alt,settings.$theme-font-role-alt,packages/uswds-core/src/styles/variables/font-role-tokens.scss,internal,variables,category,,font,,,,,,,,,,3,derived-glue,project role tokens alt
$project-font-type-tokens,"( ""cond"": ( ""typeface-token"": settings.$theme-font-type-cond, ""custom-stack"": settings.$theme-font-cond-custom-stack, ""src"": settings.$theme-font-cond-custom-src, ), ""icon"": ( ""typeface-token"": settings.$theme-font-type-icon, ""custom-stack"": settings.$theme-font-icon-custom-stack, ""src"": settings.$theme-font-icon-custom-src, ), ""lang"": ( ""typeface-token"": settings.$theme-font-type-lang, ""custom-stack"": settings.$theme-font-lang-custom-stack, ""src"": settings.$theme-font-lang-custom-src, ), ""mono"": ( ""typeface-token"": settings.$theme-font-type-mono, ""custom-stack"": settings.$theme-font-mono-custom-stack, ""src"": settings.$theme-font-mono-custom-src, ), ""sans"": ( ""typeface-token"": settings.$theme-font-type-sans, ""custom-stack"": settings.$theme-font-sans-custom-stack, ""src"": settings.$theme-font-sans-custom-src, ), ""serif"": ( ""typeface-token"": settings.$theme-font-type-serif, ""custom-stack"": settings.$theme-font-serif-custom-stack, ""src"": settings.$theme-font-serif-custom-src, ), )",packages/uswds-core/src/styles/variables/font-type-tokens.scss,internal,variables,category,,font,,,,,,,,,,12,derived-glue|map-container,project type tokens
$project-font-type-tokens-cond-typeface-token,settings.$theme-font-type-cond,packages/uswds-core/src/styles/variables/font-type-tokens.scss,internal,variables,category,,font,,,,,,,,,,12,derived-glue,project type tokens cond typeface token
$project-font-type-tokens-cond-custom-stack,settings.$theme-font-cond-custom-stack,packages/uswds-core/src/styles/variables/font-type-tokens.scss,internal,variables,category,,font,,,,,,,,,,12,derived-glue,project type tokens cond custom stack
$project-font-type-tokens-cond-src,settings.$theme-font-cond-custom-src,packages/uswds-core/src/styles/variables/font-type-tokens.scss,internal,variables,category,,font,,,,,,,,,,12,derived-glue,project type tokens cond src
$project-font-type-tokens-icon-typeface-token,settings.$theme-font-type-icon,packages/uswds-core/src/styles/variables/font-type-tokens.scss,internal,variables,component.category,,font,,,icon,,,,,,icon:component/element,12,derived-glue,project type tokens typeface token
